Name,Org,Pos,Current Level,Top 100,Org Rk,Trend,FV,ETA,Risk,Age,Ht,Wt,B,T,Signed,Signed From,Report,Video,playerId
"Pablo Abreu","MIL","OF","A",,16,,"40",2023,"Med","20.6444444","6' 0""","170","R","R","2016 J2 (MIL)","Dominican Republic","Abreu's combination of instincts and speed give him a fair chance to stay in center field, but he's not a lock to remain there. He has above-average bat speed but his ultra-conservative lower half usage hampers his in-game power production. He might suddenly start hitting for more game power with a small change in that regard. Though just 19, Abreu has already added a lot of good weight since signing. His frame already looks maxed out, so there's not a whole lot of raw power projection left here, and if there is, it'll come at the cost of Abreu moving to an outfield corner. ","rCLESU27z4c","sa3003329"
"Ivan Herrera","STL","C","A+",,31,,"40",2023,"High","20.0277777","6' 0""","180","R","R","2016 J2 (STL)","Panama","Some late-season catching dominos fell in such a way that the Cardinals needed another Double-A receiver in early-September. Advanced in all facets and coming off of a strong stateside debut in the GCL, Herrera was promoted all the way to Springfield, where he made a single start. Physically and technically mature, Herrera is more advanced than he is prospecty and his tools are more in line with a backup catcher than one who clearly projects as a starter.  "," ","sa3003191"
"Yefri Del Rosario","KCR","RHP","A+",,15,,"40",2021,"High","20.7166666","6' 2""","180","R","R","2016 J2 (ATL)","Dominican Republic","One of the more talented prospects cut loose by the Braves during their international scandal, Del Rosario's fastball creeps into the mid-90s, and he has a good curveball and a sturdy build that is admittedly less projectable than is typical for a 19-year-old. His strike-throwing took a step forward in 2018, but his profile includes fairly significant relief risk. He spent all of 2018 at Low-A Lexington but has dealt with a biceps issue this spring, and isn't currently at an affiliate. He's in that No. 4 or 5 starter/potential late-inning reliever area as far as stuff goes, and is probably several years away from the majors.","SyyyQ26sWGs","sa3002971"
"Cadyn Grenier","BAL","SS","A+",,15,,"40",2020,"Med","23.6138888","5' 10""","185","R","R","2018 Draft Rnd 1 (BAL)","Oregon State","Teams had $1 million evaluations on Grenier when he was in high school, just about half a million shy of what it likely would have taken to sign him. He matriculated to Oregon State, where his abilities sufficed to push phenom Nick Madrigal over to second base. Indeed Grenier is the rare college player who scouts saw as capable of playing shortstop. He's a plus-plus runner with a plus arm, and infield-worthy footwork and actions. Neither acrobatic nor sexy in any way, Grenier's look as a defender, and his overall profile, has been compared to J.J. Hardy's. Like Hardy, Grenier also has some power but his college swing likely needs to be altered for him to get to it in games. With player development now firmly ensconced in the era of swing changes, it seems reasonable to anticipate that Grenier will make some adjustments. The track record for college shortstops is not great, but Grenier has everyday tools.","8Q0_6YnDInk","sa3008140"
"Trey Supak","MIL","RHP",,,17,,"40",2019,"Low","24.0305555","6' 5""","235","R","R","2014 Draft Rnd 2 (PIT)","La Grange HS (TX)","Supak owns a career 3.43 ERA and has now reached Double-A. He has an average four-pitch mix that works because he has above-average command, and because his fastball, which lives in the top part of the zone, has flat, tough-to-catch plane. When Supak misses his spot it's often in a place where he can't get hurt, essential because neither of his breaking balls--a relatively new curveball and a slider/cutter that we have labeled as a cutter, since we think it's best suited for use like a cutter--is nasty enough to live in the strike zone and instead are best when buried beneath it, or garnering awkward swings at floaters above the zone. He's a near-ready back-end starter.",,"sa828707"
"Juan Yepez","STL","1B","AA",,32,,"40",2021,"Med","22.3111111","6' 1""","200","R","R","2014 J2 (ATL)","Venezuela","Traded from Atlanta in exchange for Matt Adams, Yepez was a heavy-bodied, power-hitting prospect with no position. Since the trade, he has remade himself physically, and now has a physique similar to Tyler O'Neill. Long term, Yepez still projects to first base and he may lack the approach and contact skills to produce at the level necessary to profile there."," ","sa877505"
"Kelvin Gutierrez","KCR","3B",,,16,,"40",2019,"Low","25.7861111","6' 3""","185","R","R","2012 J2 (WAS)","Dominican Republic","The Royals lauded Gutierrez's glove after acquiring him, going so far as to say that they think he could handle shortstop if they needed him to. At least in our longest stretch of in-person evaluation of Gutierrez, he has looked just okay at third base, and saw time at first. 
The bat-to-ball skills are real. He's a career .286 hitter in the minors and has reached base at a .346 clip. A lack of game power probably means Gutierrez fits better in a multi-positional reserve role than as a regular at third or first base. He appears athletic enough to handle the corner outfield spots, and it makes sense to give him time there in the near future.","6mLb50yVjwM","17468"
"Richie Martin","BAL","SS","MLB",,16,,"40",2019,"Low","25.4694444","5' 11""","190","R","R","2015 Draft Rnd 1 (OAK)","Florida","Martin was a high profile athlete when he arrived on campus at Florida, and some scouts pegged him as the type who would go from a sub-$500,000 player in high school (basically, a talented lottery ticket) to a top two rounds guy in college, and that's exactly what happened. Oakland took Martin in the first round when he was a plus runner with average raw power, had a good chance to stick at shortstop, and demonstrated surging contact skills. The more pessimistic projections about Martin's bat ended up being more accurate -- the speed, defense, and raw tools have held steady while he has struggled against pro pitching. In 2018, he repeated Double-A at age 23 and finally hit well, but now will jump two levels to the big leagues as the top pick in the Rule 5 Draft. Offensive expectations are low, in part because Martin has never been able to tap into his raw power in games, but also because he has needed to repeat levels to find success. That said, some clubs see these raw tools as rare even at the big league level and think there's some low-end regular upside still here with the right coaching.","QhhUdmo2aH8","17736"
"Marcos Diplan","MIL","RHP","AA",,18,,"40",2019,"High","23.7305555","6' 0""","170","R","R","2013 J2 (TEX)","Dominican Republic","Diplan's body and control have each backpeddaled since his electric 2016 season. His fastball velocity is also less consistent now than it was at that time; he'll bump 97 at times but sit 89-93 at others. He walked a whopping 74 hitters in 118 innings last year, but still has tantalizing stuff. His changeup is plus, his slider flashes plus when he finishes it properly and sometimes, the velo is there. When Diplan is right he looks like a nasty, multi-inning reliever, but the arrow is pointing down.","FoG4Cw6p5B0","sa828590"
"Evan Mendoza","STL","3B","AAA",,33,,"40",2020,"Med","23.9527777","6' 2""","200","R","R","2017 Draft Rnd 11 (STL)","North Carolina State","Mendoza has moved through very quickly, and reached Double-A in his first full season. He's a rangy defender at third base and has even played a little shortstop. He has ugly, but effective, bat control that has, so far, enabled a rather expansive approach. He could be a Matt Duffy-type of player, who succeeds early and then is forced to adjust once opposing pitchers learn to exploit his aggressiveness. More likely, he's a bench option once he eventually starts branching out to other defensive postions.  "," ","sa3002836"
"Emmanuel Rivera","KCR","3B","AA",,17,,"40",2021,"Med","23.95","6' 2""","195","R","R","2015 Draft Rnd 19 (KCR)","Universidad Interamericana HS (PR)","We're proponents of Rivera's bat; his swing is compact, he has barrel control, and he is very difficult to beat on the inner half. He's not a very good defensive infielder, however, and doesn't have the power to profile at places further down the defensive spectrum. It's natural to wonder if he can catch, and Rivera has a catcherly build, but we just don't know if he can, and his arm strength isn't a obvious fit for the position. He may end up playing a corner bench role, basically the one we have projected for Gutierrez one spot ahead of him in this system, but we'd have to see him play other positions before feeling confident in that projection. He only really does one thing, but it's the thing we think is most important.",,"sa875798"
"Zach Pop","BAL","RHP","AA",,17,,"40",2019,"High","23.725","6' 4""","220","R","R","2017 Draft Rnd 7 (LAD)","Kentucky","Pop didn't start pitching until his junior year of high school, but he was quickly into the low-90s and the Blue Jays made a late-round run at him in 2014. He didn't sign, and instead ended up in Kentucky's bullpen, where his velocity climbed into the mid-90s. Late in April of his junior year, Pop had forearm issues that ended his college season and drove him down draft boards, but he's been healthy and dominant in pro ball, and had a minuscule 0.33 ERA in the Cal League before he was sent to Baltimore in the Manny Machado trade. Though he'll occasionally snap off a plus slider, a crackling, upper-90s two-seamer is Pop's best pitch, and he milks it for all it's worth, throwing it nearly 70% of the time. It has devastating armside run because of his lower slot, and it's the driving force behind his absurd 68% ground ball rate. The delivery remains a cause for concern, but of all the obvious, relief-only prospects in this system, we think Pop has the best chance to turn into a high-leverage option.",,"sa829370"
"Bobby Wahl","MIL","RHP",,,19,,"40",2019,"Med","28.2222222","6' 2""","210","R","R","2013 Draft Rnd 5 (OAK)","Ole Miss","Wahl, who turns 27 in March, was part of the two-player package Oakland sent to the Mets for Jeurys Familia last summer. He has just twelve career big league innings at this age mostly because Wahl missed extended development time due to multiple surgeries, including one in 2017 to remedy Thoracic Outlet Syndrome. His stuff was back last year. Wahl's fastball sits in the mid-90s and will touch 99. He has a four-pitch mix but works primarily with the fastball and a power, mid-80s breaking ball that has bat-missing vertical action. A firm cutter and changeup are also folded in on occasion. Wahl has set-up man stuff but below average command and more significant injury risk than most pitching prospects.","LQLpT6i-mMc","14832"
"Giovanny Gallegos","STL","RHP","MLB",,34,,"40",2019,"Low","28.825","6' 2""","210","R","R","2010 J2 (NYY)","Mexico","The Yankees and Cardinals exchanged upper-level surplus talents during the summer in the swap that sent Chasen Shreve and Gallegos to St. Louis for Luke Voit. Gallegos is a standard, single-inning relief arm with a funky, vertical release point that makes his fastball tough to square and his slider's shape and quality are very inconsistent."," ","14986"
"Foster Griffin","KCR","LHP",,,18,,"40",2019,"Low","24.8722222","6' 3""","200","R","L","2014 Draft Rnd 1 (KCR)","First Academy HS (FL)","There have been stretches during Griffin's pro career when either his command or velocity have slipped a tad, and he's been knocked around during those stretches. When both are fine, he's a good pitchability lefty who feeds hitters a steady diet of secondary pitches. Often, this type of hurler becomes Tommy Milone, but Griffin's curveball is a little better than that (though, Milone has a good cutter), so we like his chances of playing a No. 5 starter role soon.",,"sa828674"
"Blaine Knight","BAL","RHP","A+",,18,,"40",2021,"High","23.9527777","6' 3""","170","R","R","2018 Draft Rnd 3 (BAL)","Arkansas","Knight was an a draft eligible 21-year-old sophomore in 2017 when he starred for Arkansas, but he went in the late rounds when his high price tag didn't match his upside on the mound, where he lacks a plus pitch. He performed about the same as a junior but had a little less leverage and opted to start his pro career when the Orioles took him in the third round. The main concern with Knight is his slight build, which makes many scouts hesitant to project him as a 180 inning starter. Everyone agrees that Knight is a performer who competes and throws three average to above pitches for strikes. He'll hit 96 or 97 early in games then settle at 91-94 mph, relying mostly on a curveball that has a high spin rate but grades as a 55 for most scouts. Knight should perform well through the lower minors, so durability will be the main question until he hits the upper levels.",,"sa3008532"
"Carlos Rodriguez","MIL","CF","R",,20,,"40",2022,"High","19.5111111","5' 10""","150","L","L","2017 J2 (MIL)","Venezuela","Rodriguez is a plus-plus-running center field prospect with a slash-and-dash approach at the plate. He is currently unable to turn on pitches and do any real offensive damage, but his defensive profile, speed, and hand-eye coordination make him an interesting follow. Barring a swing change that enables him to turn on more pitches, he projects as a fourth outfielder, but at age 18, there's lots of time for that adjustment. There's a pretty rare skillset at the core of Rodriguez's profile.","vcM5bfuL3e4","sa3005478"
"Derian Gonzalez","STL","RHP","AAA",,35,,"40",2019,"Med","25.3638888","6' 3""","190","R","R","2012 J2 (STL)","Venezuela","Gonzalez is a generic fifth starter/middle reliever tweener with a 55 slider that he commands well. He has missed several weeks due to injury during each of the last three seasons."," ","sa737568"
"Gerson Garabito","KCR","RHP","AA",,19,,"40",2020,"Med","24.8111111","6' 0""","180","R","R","2012 J2 (KCR)","Dominican Republic","He doesn't throw all that hard, but Garabito has an impact breaking ball and, other than in 2018, a history of throwing lots of strikes. Other than his plunging 12-6 curveball, Garabito's stuff is very average and his fastball may be vulnerable once hitters have seen it a few times. It might make him more viable in a multi-inning relief role where he can throw the curveball a ton and use the fastball as a change of pace pitch.",,"sa737361"
"Cody Carroll","BAL","RHP","MLB",,19,,"40",2019,"Low","27.6555555","6' 5""","210","R","R","2015 Draft Rnd 22 (NYY)","Southern Mississippi","A big league ready middle relief piece, Carroll is the highest ranked prospect acquired from the Yankees in last year's Zach Britton trade. He grew into what is now premium velocity pretty late, and was only throwing 88 in high school and 92-95 as a starter in college. Shortly after they drafted him, the Yankees moved Carroll to the bullpen and his velocity continued to climb into the upper-90s. Though he has tried several splitter grips, Carroll remains mostly a fastball/slider, single-inning reliever. He was briefly up last year and we'd be very surprised if he were list eligible next season.",,"17664"
"Micah Bello","MIL","CF","R",,21,,"40",2022,"Med","19.8888888","5' 11""","165","R","R","2018 Draft Rnd 2 (MIL)","Hilo HS (HI)","Bello signed for an under slot $550,000 as a second rounder. He's a polished, contact-oriented center field prospect without typical big league physicality. He has several tweener traits, and might end up as a bench or platoon outfielder. A path toward everyday reps involves Bello developing a plus bat or glove, which are both in the realm of possibility as he has great breaking ball recognition and bat control, and good instincts in center field. He is one of several Hawaiian players drafted by Milwaukee since 2014 (Kodi Medeiros, Jordan Yamamoto, KJ Harrison, Kekai Rios).","ZHFyYj1XQuU","sa3006883"
"Carlos Hernandez","KCR","RHP",,,20,,"40",2022,"Med","23.25","6' 4""","175","R","R","2016 J2 (KCR)","Venezuela","Hernandez is a high-probability fifth starter/middle reliever depending on how his breaking ball develops. He throws hard, he has a good change up, and he's an inelegant, but relatively efficient, strike thrower. We tend to think he'll just end up blowing heat past people in relief, but Hernandez is still only 22 and it makes sense to let him work on his breaking stuff on a starter's pitch count in the hope that something improves.",,"sa3004199"
"Branden Kline","BAL","RHP",,,20,,"40",2019,"Med","28.7","6' 3""","210","R","R","2012 Draft Rnd 2 (BAL)","Virginia","Kline's story is already one of perseverance. He and his fastball have hung around through multiple surgeries and two and a half years away from an affiliated mound. In 2014, he had something of a breakout and reached Double-A as 22-year-old starter. The following spring he felt elbow discomfort, had a PRP injection that didn't work out, and finally had Tommy John in October. He missed all of 2016 rehabbing from TJ, then had two more surgeries in 2017 to remove scar tissue. When he finally pitched again in 2018, Kline was a 26-year-old Hi-A reliever. But he was throwing in the mid-to-upper-90s, his terse, upper-80s slider was flashing plus, and Baltimore saw fit to add him to the 40-man this offseason. It's possible he was only eased back into pitching in relief to limit his workload and that the door is still open for Kline to start, but we have him projected as a middle reliever.","L3amktqBtpc","14101"
"Larry Ernesto","MIL","RF","R",,22,,"40",2024,"High","19.7472222","6' 2""","175","S","R","2017 J2 (MIL)","Dominican Republic","Ernesto got $1.8 million in 2017. His profile hasn't changed at all since he was written up last year. He's a switch-hitter with surprising pop for his age and build, but neither swing is dialed in quite yet. He runs well-enough to give center field a try for a while, but will probably move to a corner at physical maturity. He's a well-rounded physical talent with little present feel to hit. ","RlbGb5_5UjM","sa3005485"
"Lamar Sparks","BAL","CF","R",,21,,"40",2022,"High","21.7083333","6' 2""","170","R","R","2017 Draft Rnd 5 (BAL)","Seven Lakes HS (TX)","Twitchy and lean, Sparks looked more comfortable during his initial foray into pro ball than was expected based on his high school track record. Suddenly this raw, developmental project had feel for contact, and became one of the more interesting prospects in this system. Then Sparks missed all of 2018 -- except for some time during extended spring training -- due to a torn labrum. Obviously it's not ideal for any prospect lose an entire year of development, but it's especially bad for a prospect of this ilk for whom in-game reps are important to his development and our understanding of his abilities. And because the injury was shoulder-related, it created uncertainty around one of Sparks' louder tools, his arm. So while we know much less about Sparks than the typical second year pro, we know enough about his athleticism, defensive profile, and the speed with which he initially adjusted to pro ball to be intrigued.",,"sa3004932"
"Adam Hill","MIL","RHP","A",,23,,"40",2021,"Med","23.2138888","6' 5""","215","R","R","2018 Draft Rnd 4 (NYM)","South Carolina","The Brewers also acquired Adam Hill, the Mets 2018 4th round pick out of the University of South Carolina. Hill was dominant during the first four starts of his junior year, but his control disappeared once the Gamecocks began conference play. He struggled to throw strikes for two months leading up to the draft and fell to the fourth round. Hill does have good stuff. He'll sit 90-94 and his big, 6-foot-6 frame and lower arm slot combine to create a unique look for hitters. His slider breaks late and has good length when located to Hill's arm side, and Hill's changeup has good action because of his lower arm slot. His limited command probably relegates Hill to the bullpen eventually, but he has #4/5 starter stuff if he can develop better control in his mid-20s, which sometimes happens to pitchers this size. ","UuB2qG_7BI","sa876313"
"Hunter Harvey","BAL","RHP","MLB",,22,,"40",2019,"Med","25.5055555","6' 3""","175","R","R","2013 Draft Rnd 1 (BAL)","Bandys HS (NC)","Injuries have wreaked such havoc on Harvey's career that his nine appearances in 2018 were the most he's had in a single season since 2014. His career game log is freckled with clusters of two and three-inning rehab outings amid multiple shoulder and elbow ailments of varying severity. In 2018, Harvey injured his shoulder dodging a foul ball in the dugout, then was shut down in August with elbow discomfort as he tried to rehab back from the shoulder issue. Somehow, Harvey's stuff is still excellent. His fastball/curveball pairing is standard late-inning fare and because Harvey is out of options, he's very likely to be fast tracked into a relief role immediately in the spring to give him a better shot at having big league success right away. It also means he has almost no trade value right now because teams know there's a chance he could soon be available on waivers.","h6K2W6p8iCg","15507"
"Korry Howell","MIL","CF","A",,24,,"40",2022,"High","21.7777777","6' 2""","175","R","R","2018 Draft Rnd 12 (MIL)","Kirkwood JC (IA)","Howell was a pleasant, toolsy, post-draft surprise whose combination of speed and crude bat control was too much for AZL defenses to deal with. A JUCO draftee would only turned 20 in September, Howell has some catalytic offensive qualities and a chance to play somewhere favorable on defense. He saw time at shortstop and third base during the summer and fall, but Eric and several scouts think he ends up in center field. Physical development will play a sizeable role in Howell's future, especially as far as his bat is concerned. He will be the age of a college sophomore in 2019.","G7MNiq2Aqso","sa3008238"
"Dillon Tate","BAL","RHP","MLB",,23,,"40",2019,"High","26.1111111","6' 2""","210","R","R","2015 Draft Rnd 1 (TEX)","UC Santa Barbara","Tate's stuff has never produced results commensurate with the visual evaluations of his pitches, especially his fastball. Though he has experienced fluctuations in velocity as a pro, even when his fastball is humming in at 93-96, it gets touched up. It has some sink but lives in a part of the strike zone that hitters seem able to handle. Tate still has the same quality breaking ball he had in college and he quickly developed a changeup in pro ball; we think he'll need to pitch off of these very heavily in the big leagues because of his fastball's limitations. That may be viable in a multi-inning relief role, but for now we have Tate projected as a No. 5 starter.","fRtkNQHSqXE","17796"
"Clayton Andrews","MIL","LHP","AA",,25,,"40",2021,"Med","23.4361111","5' 6""","160","L","L","2018 Draft Rnd 17 (MIL)","Long Beach State","Andrews is weird. He's just 5-foot-6 and throws in the upper-80s but he has two really excellent secondary pitches in his curveball and changeup. He played two ways at Long Beach State and performed well (54 K's, 7 BB's in 33 pro innings) after signing. We don't know what he is but we think it's something.",,"sa3007226"
"Evan Phillips","BAL","RHP","MLB",,24,,"40",2019,"Med","25.75","6' 2""","215","R","R","2015 Draft Rnd 17 (ATL)","UNC Wilmington","There's an epidemic of baseball personnel calling one another ""coach"" that is believed to be derived from the lexicon of Phillips' signing area scout. That scout finds players, coach, as Phillips is another in a long line of Braves late-round steals at smaller colleges in the Carolinas. Atlanta traded him to Baltimore in the Kevin Gausman deal last summer, during Phillips' breakout season. Before 2018, Phillips would sit in the mid-90s, reach 97, and mix in a solid average slider, but the off-speed consistency and command weren't strong. Both of those things ticked up in 2018 at Triple-A, but regressed during Phillips' 11.2 inning MLB debut. Like Cody Carroll, Phillips will look to put his late summer struggles with the new club behind him and reach his upside as a middle reliever in 2019.",,"17734"
"Lun Zhao","MIL","RHP","R",,26,,"40",2024,"High","18.7833333","5' 10""","150","R","R","2017 J2 (MIL)","China","Zhao is one of very few Chinese players in pro ball--we know of two others: Itchy Xu (BAL) and Hai-Cheng Gong (PIT)--and is the most talented. The 17-year-old broke off some ferocious curveballs during instructional league that elicited verbal expletives from onlooking scouts. His fastball control is very raw. Right now, Zhao is just a very young developmental project who can really spin it.","p8iRbBIWpXo","sa3008575"
"Tyrone Taylor","MIL","OF",,,27,,"40",2019,"Med","26.3861111","6' 0""","185","R","R","2012 Draft Rnd 2 (MIL)","Torrance HS (CA)","Taylor's performance tapered off in 2014 and he spent several years slugging about .330, then spent much of 2017 injured. He had a statistical breakout at Triple-A in 2018 that could be attributed to the hitting environment at Colorado Springs, but Taylor has made significant changes to his swing and the uptick in power could be a PCL cariacature of real, meaningful change. Once a wide-based, no-stride swinger, Taylor now has a big leg kick and his batted ball profile has changed dramatically between 2016 (the last, reliably large sample we had) and now. He was added to the 40-man this offseason and is a sleeper breakout candidate.","y2EErqiSPmY","13675"
"Adrian Houser","MIL","RHP","MLB",,28,,"40",2019,"Low","27.3583333","6' 4""","225","R","R","2011 Draft Rnd 2 (HOU)","Locust Grove HS (OK)","Houser finally made it back to the majors in 2018 after missing significant time due to Tommy John. During that time, he remade his body into a lean, more flexible vessel and his velo was up a bit; instead of 92-95, he was sitting at 94-95 last year. His curveball didn't have good finish during his brief big league time but it has been average and flashing above in the past. His changeup is now clearly his best secondary offering. Houser's fastball plays down a bit due to lack of movement and it'd be nice to see the breaking ball bounce back, but for now he projects as a middle reliever.","MMDEa5K4eX4","12718"
"Lewis Thorpe","MIN","LHP",,,13,,"40",2019,"Med","24.55","6' 1""","160","R","L","2012 J2 (MIN)","Australia","Two consecutive seasons lost to a combination of Tommy John rehab and mononucleosis highlight a robust, early-career injury history for Thorpe, who has been encouragingly healthy for the last two years. He works at the top of the zone with a low-90s fastball, and beneath it with a big, breaking 12-to-6 curveball used against left and right-handed hitters, and he bisects the plate horizontally with a cutter/slider and changeup. A 6% walk rate in 2018 was comfortably Thorpe's career best, which may be real development or just something that will regress to Thorpe's career mean. It's No. 4 or 5 starter stuff from an arm whose injury history, which one could argue should soon be expunged, moves him toward the back of that FV group. He's at Triple-A and may see the big leagues this year.","Txe_vF8DcKE","15906"
"Misael Urbina","MIN","CF",,,14,,"40",2023,"Med","18.1222222","6' 0""","175","R","R","2018 J2 (MIN)","Venezuela","Urbina was one of the more advanced bats in his July 2 signing class from both a bat control and physical development perspective. He was also one of the youngest. Currently an above-average runner, there's a fair chance he ends up in left field due to a lack of top-end speed, though it might depend on how his body develops. Urbina's power projection is somewhat limited by his size, which may be an issue if he does eventually move to a corner. It would mean he would have to be a high-end contact hitter to profile as an impact big leaguer, but that seems like it's in play because Urbina has so many promising bat-to-ball traits -- timing, hand-eye coordination, all-fields feel -- at such a young age.","rflqhRGiZ0I",
"Jordan Balazovic","MIN","RHP","AA",,15,,"40",2020,"High","21.7333333","6' 4""","175","R","R","2016 Draft Rnd 5 (MIN)","St. Martin HS (CAN)","After two years in the GCL (another Canadian high schooler further down this list was developed the same way), Balazovic spent the spring of 2018 in Extended and then skipped the Appy League and went right to Low-A. He dominated there, striking out 78 in 61.2 innings while walking just 18. He throws an unusually high number of strikes for such a lanky, young, cold-weather arm with a somewhat violent delivery, and he gets nasty vertical action on his breaking ball despite a mediocre spin rate. 
There's still some visual discomfort with Balazovic's mechanics, but he's throwing strikes early in his career and hasn't been injured. He'll move up this list with a full year of innings at his 2018 level of performance. For now he at least projects as a reliever, but has a puncher's chance to be a No. 4 starter.",,"sa918017"
"LaMonte Wade Jr","MIN","LF",,,16,,"40",2019,"Low","26.4444444","6' 1""","190","L","L","2015 Draft Rnd 9 (MIN)","Maryland","Wade intrigues as the larger half of a corner outfield platoon. He's not exactly tooled up, but he walks  a lot -- more than he strikes out against right-handed pitchers, in fact -- and he'll make up for some of what he lacks in power with rangy, corner outfield defense. It's not spectacular, but there's a clear role here. And with Wade at Triple-A and on the 40-man, he may get his first big league opportunity this season.","w86AnjtVGWk","18126"
"Benjamin Rortvedt","MIN","C","AA",,17,,"40",2021,"High","22.7111111","5' 10""","190","L","R","2016 Draft Rnd 2 (MIN)","Verona HS (WI)","The beefcake Wisconsinite was sent back to the Midwest League to start 2018, thrived for six weeks there, then was promoted to Hi-A for the rest of the year. An improved receiver with a good arm, Rortvedt now projects as a passable catcher after looking kind of rough back there as an amateur and young pro. He has raw power befitting one of baseball's more impressive physiques (Yandy Diaz is a good body comp) but hasn't been able to get to it in games. A more pull-happy approach may unlock dormant game power and the start of Rortvedt's 2019 indicates it might be coming. He projects as a backup for now, with a chance the batted ball profile changes in a relevant way.",,"sa917942"
"Luis Rijo","MIN","RHP","A+",,18,,"40",2022,"High","21.7638888","6' 1""","200","R","R","2015 J2 (NYY)","Venezuela","Part of Minnesota's return from New York for Lance Lynn, Rijo is a hyper-efficient strike thrower whose curveball moves like a Wiffle ball, seemingly floating as it approaches the plate before it begins to bend and dive away from right-handed hitters. Because it's a slower, loopy pitch, it may not miss bats against upper-level hitters, but it's hard to square up because of how much depth it has, and Rijo locates it where he wants. So, too, can he spot his low-90s fastball where his catcher asks for it, working up at the letters and to both corners of the plate at will. His ceiling will likely be limited by stuff quality -- though only 20, Rijo is physically mature and unlikely to grow into much more velocity -- but the command makes him a high-probability starter and one who could move quickly.",,"sa916950"
"Bryan Mata","BOS","RHP","AA",,9,,"40",2021,"High","21.1055555","6' 3""","175","R","R","2015 J2 (BOS)","Venezuela","Mata's conditioning, velocity, and control all fluctuated wildly throughout 2018, and he ended up walking 58 hitters in 72 innings before his season ended in late July due to back tightness. That's not to say the industry expected Mata to perform. When he began his season at Hi-A, he was only 18 and the youngest pitcher in the league by a wide margin. He was sent to the Futures Game in July despite these struggles because his stuff is quite good. Mata worked more with a two-seamer in 2018 and his ground ball rate rose to 57%. His low, three-quarters slot creates movement on his changeup that pairs well with the two-seamer and also gives right-handed hitters a tougher look at his loopy curveball. He could have four above-average pitches at peak if you count the four- and two-seamers as two separate offerings, but none of it will matter if Mata's 2018 strike-throwing is the norm going forward. The consensus is that he has feel for creating effective movement on his pitches but not for locating them yet. Proponents think due to his age that Mata will improve and become a No. 4 starter. Detractors are skeptical of his athleticism, his ability to repeat and throw strikes, or both.","WbkmD6xsGX4","sa917784"
"Nick Gordon","MIN","2B",,,19,,"40",2019,"Med","24.6305555","6' 2""","175","L","R","2014 Draft Rnd 1 (MIN)","Olympia HS (FL)","Seen as a lock to stick at shortstop while he was an amateur, Gordon has been error-prone there for several years and saw more time at second in 2018. He projects there for most scouts. The movement in his batted ball profile has plateaued (Gordon began his career as an all-fields, groundball hitter but began pulling and lifting the ball more starting in 2016), but might still produce more power than is usual at second base right now, even if it's generally middling. (Gordon raps on the side under the alter ego ""G Cinco"", which is also the name of an ASU-educated ""Artist Entrepreneur,"" so one of the two of them may have a copyright issue on their hands.) Gordon's star seems to have fallen quite a bit, and instead of projecting as a shortstop with some pop, he'll now need to hit enough to play second everyday or risk being squeezed out of a roster spot. He began 2019 on the IL with a digestive issue.","bXiuMCdQJP4","sa828662"
"Travis Lakins","BOS","RHP","MLB",,10,,"40",2019,"Med","25.95","6' 1""","180","R","R","2015 Draft Rnd 6 (BOS)","Ohio State","Two elbow fractures halved Lakins' 2016 and 2017 seasons and caused him to break camp late in 2018. He was quickly moved to the bullpen last year, and had a healthy, successful season that ended with him claiming a spot on the 40-man. Lakins works a lot with a low-90s cutter that has enough length to miss bats away from righties. After peppering his glove side with cutters, he can throw riding, mid-90s four seamers past hitters at the top of the strike zone, which then sets up his 12-6 curveball beneath it. Relievers with four viable pitches are rare, and Lakins has the stuff to play a valuable multi-inning relief role, though single-inning usage might give him the best shot at staying healthy.",,"18600"
"Gilberto Celestino","MIN","CF",,,20,,"40",2021,"Med","21.3277777","6' 0""","170","R","L","2015 J2 (HOU)","Dominican Republic","International scouts billed Celestino's defense and contact skills as advanced, and Houston handled promoting him as if that were true before trading him to Minnesota as part of the Ryan Pressly deal. He spent the last few weeks of his first pro season up from the DSL, but was liberated from the complex the following summer and sent right to the Appy League at 18, then the Penn League the following year, before the trade. And Celestino has hit during that time, just not usually for power, as he didn't add much raw strength during his late teens. He's only 20 but has a modest, tweener frame and probably needs to develop into a special defender, a special hitter, or both, in order to profile everyday.","QyYaz8gJrxc","sa914313"
"Durbin Feltman","BOS","RHP","AA",,11,,"40",2019,"Med","23.1472222","6' 1""","190","R","R","2018 Draft Rnd 3 (BOS)","TCU","If forced to pick one prospect from the 2018 draft to throw a big league inning tomorrow, we might pick Feltman, who has an electric fastball/slider combination. As a junior, Feltman struck out 43 batters and walked just six in 24.1 innings, and tied the TCU school record for saves despite being injured for some of his junior year. His fastball is hard and comes in at a tough angle, while his slider has bat-missing vertical action. Barring injury, Feltman should be a quick-moving reliever and has a chance to turn into a late-inning arm.","l9o5I-rLP60","sa3007959"
